9695.646	26169.38
9715.951	26133.85
9736.256	26010.59
9756.561	25741.42
9776.866	25278.99
9797.171	24637.08
9817.477	23924.66
9837.782	23391.21
9858.087	23275.59
9878.392	23762.38
9898.697	24906.04
9919.003	26316.55
9939.308	27568.89
9959.613	28445.27
9979.918	28731.77
10000.223	28130.06
10020.528	26926.16
10040.833	25711.48
10061.138	25036.13
10081.443	25133.61
10101.748	25826.17
10122.053	26640.88
10142.359	27093.23
10162.664	27034.49
10182.969	26409.42
10203.274	25624.45
10223.579	25476.51

