9695.646	26319.08
9715.951	26049.31
9736.256	25562.56
9756.561	25221.91
9776.866	25154.1
9797.171	24877.84
9817.477	24037.19
9837.782	23032.24
9858.087	22661.39
9878.392	23488.99
9898.697	25016.29
9919.003	26181.35
9939.308	26800.17
9959.613	27084.44
9979.918	27136.86
10000.223	27035.1
10020.528	26845.54
10040.833	26713.13
10061.138	26834.62
10081.443	27224.52
10101.748	27604.88
10122.053	27741.32
10142.359	27553.48
10162.664	27113.4
10182.969	26510.59
10203.274	26025.07
10223.579	26088.84
